GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
2373,uce,1.392696,387,0.392500,0.161460,0.175479,0.270561,0.259846,1.000000,0.050527,0.135995,0.318707,0.069386
2374,uce,0.992385,327,0.293633,0.165622,0.239493,0.301252,0.283792,1.000000,0.044115,0.132386,0.319102,0.099750
2375,uce,0.533244,291,0.307918,0.165500,0.227270,0.299312,0.396529,1.000000,0.062059,0.129577,0.346827,0.088244
2376,uce,0.576919,412,0.296591,0.224540,0.203583,0.275285,0.365230,1.000000,0.024914,0.114789,0.391069,0.083334
2377,uce,0.007542,790,0.307601,0.143510,0.224461,0.324429,0.170798,1.000000,0.042868,0.129475,0.259284,0.107835
2378,uce,1.299751,293,0.274912,0.220666,0.193130,0.311292,0.215384,1.000000,0.046288,0.108597,0.272374,0.097963
2379,uce,1.313342,703,0.305172,0.174699,0.194498,0.325631,0.278107,1.000000,0.037865,0.101832,0.337253,0.128402
2380,uce,1.588966,369,0.339143,0.169603,0.180101,0.311153,0.347469,1.000000,0.070422,0.126610,0.301016,0.096254
2381,uce,2.360125,469,0.262773,0.188917,0.195264,0.353046,0.220409,1.000000,0.063318,0.124272,0.322806,0.086173
2382,uce,0.732007,911,0.294758,0.207139,0.180736,0.317368,0.374750,1.000000,0.044420,0.131120,0.313371,0.084741
2383,uce,0.656045,981,0.316757,0.215945,0.167645,0.299653,0.261376,1.000000,0.057663,0.143168,0.277168,0.071800
2384,uce,3.027004,506,0.335398,0.176810,0.230621,0.257171,0.341405,1.000000,0.048963,0.136660,0.354265,0.074669
2385,uce,1.785250,336,0.317776,0.203562,0.187497,0.291164,0.313530,1.000000,0.051438,0.122194,0.315393,0.112350
2386,uce,0.323399,515,0.236009,0.253109,0.200994,0.309887,0.187696,1.000000,0.043259,0.140108,0.341771,0.091465
2387,uce,0.149701,1129,0.280653,0.165728,0.218145,0.335474,0.297311,1.000000,0.060114,0.150873,0.394222,0.100152
2388,uce,3.465664,468,0.302828,0.229944,0.163390,0.303838,0.227606,1.000000,0.038952,0.142118,0.283070,0.063969
2389,uce,0.161210,814,0.325301,0.254995,0.193937,0.225767,0.265615,1.000000,0.039936,0.161072,0.289429,0.092934
2390,uce,3.278258,970,0.311748,0.225153,0.160647,0.302451,0.254817,1.000000,0.038902,0.101739,0.341078,0.081706
2391,uce,2.997830,1060,0.298187,0.222601,0.215855,0.263357,0.436819,1.000000,0.042099,0.099365,0.383287,0.062978
2392,uce,1.950253,277,0.244313,0.208694,0.236108,0.310884,0.341901,1.000000,0.051746,0.120150,0.348097,0.102035
2393,uce,4.442181,1024,0.301256,0.195631,0.215929,0.287183,0.250028,1.000000,0.056549,0.096111,0.340839,0.120729
2394,uce,0.066632,1171,0.308451,0.220592,0.207131,0.263825,0.361413,1.000000,0.061245,0.138468,0.355442,0.067886
2395,uce,0.376092,463,0.266092,0.225198,0.199593,0.309117,0.336443,1.000000,0.069954,0.144148,0.313702,0.105940
2396,uce,0.238726,911,0.262541,0.255267,0.199398,0.282794,0.247563,1.000000,0.052555,0.151702,0.310910,0.071960
2397,uce,0.066978,1002,0.266571,0.173768,0.228529,0.331131,0.350404,1.000000,0.038826,0.163126,0.343588,0.091118
2398,uce,1.007379,537,0.303258,0.223662,0.200393,0.272687,0.276561,1.000000,0.044167,0.091333,0.327983,0.127250
2399,uce,0.747794,1132,0.320846,0.165120,0.185193,0.328841,0.213644,1.000000,0.044860,0.129514,0.292293,0.125415
2400,uce,0.236589,422,0.310122,0.208915,0.208480,0.272484,0.289083,1.000000,0.036291,0.134806,0.316304,0.099444
2401,uce,1.594964,1044,0.288638,0.223751,0.198911,0.288701,0.273258,1.000000,0.051503,0.146278,0.315241,0.132155
2402,uce,0.686744,644,0.289224,0.220449,0.234847,0.255480,0.309523,1.000000,0.067320,0.142709,0.321999,0.061792
2403,uce,0.785201,543,0.297296,0.157642,0.246663,0.298400,0.217267,1.000000,0.058622,0.135704,0.348989,0.071776
2404,uce,1.787231,371,0.295012,0.207934,0.197721,0.299333,0.433038,1.000000,0.067737,0.127235,0.308883,0.058795
2405,uce,0.591341,381,0.284772,0.190627,0.223829,0.300772,0.354941,1.000000,0.059117,0.109434,0.323561,0.115981
2406,uce,1.098855,504,0.320996,0.179113,0.208437,0.291454,0.254918,1.000000,0.039243,0.131962,0.385047,0.065558
2407,uce,1.067919,456,0.271616,0.212416,0.206966,0.309002,0.294428,1.000000,0.043906,0.106950,0.311913,0.096578
2408,uce,0.316202,838,0.261586,0.194336,0.257244,0.286834,0.274372,1.000000,0.061693,0.113811,0.289908,0.122280
2409,uce,2.776608,356,0.314657,0.257756,0.164601,0.262985,0.278436,1.000000,0.074980,0.111746,0.366141,0.100202
2410,uce,0.653195,1521,0.299682,0.168010,0.229898,0.302410,0.376999,1.000000,0.034404,0.112292,0.302669,0.089763
2411,uce,1.469559,413,0.299179,0.213555,0.188155,0.299111,0.320605,1.000000,0.043333,0.111731,0.293573,0.082583
2412,uce,0.709081,709,0.294830,0.208423,0.161814,0.334933,0.302152,1.000000,0.055642,0.143888,0.304850,0.107121
2413,uce,1.255068,613,0.296847,0.194836,0.188785,0.319532,0.221678,1.000000,0.048273,0.138504,0.333764,0.082725
2414,uce,0.227372,326,0.316351,0.173370,0.208962,0.301317,0.309313,1.000000,0.023788,0.135840,0.326733,0.083330
2415,uce,0.024994,838,0.324006,0.170458,0.180767,0.324769,0.318323,1.000000,0.052885,0.104523,0.316470,0.076894
2416,uce,0.888058,391,0.298936,0.227182,0.219661,0.254221,0.261942,1.000000,0.060986,0.108951,0.352995,0.089447
2417,uce,0.353273,2010,0.254266,0.221669,0.210704,0.313361,0.262362,1.000000,0.042373,0.144644,0.365268,0.079665
2418,uce,0.374513,1083,0.333341,0.167559,0.188106,0.310995,0.269089,1.000000,0.068932,0.135363,0.287193,0.136690
2419,uce,0.240540,1180,0.269641,0.196936,0.226771,0.306652,0.280949,1.000000,0.060443,0.116994,0.339335,0.082243
2420,uce,0.077205,874,0.338421,0.178048,0.205942,0.277590,0.172870,1.000000,0.059551,0.156965,0.287944,0.087317
2421,uce,2.097178,574,0.314292,0.202542,0.190291,0.292876,0.379223,1.000000,0.074610,0.106985,0.315739,0.081507
2422,uce,0.114442,601,0.264424,0.212011,0.163408,0.360156,0.409629,1.000000,0.042435,0.107706,0.326434,0.123363
2423,uce,2.615998,948,0.258192,0.182446,0.219457,0.339905,0.242362,1.000000,0.034613,0.100157,0.400270,0.087048
2424,uce,2.505388,978,0.283908,0.165496,0.199653,0.350943,0.325729,1.000000,0.052345,0.123454,0.345479,0.063476
2425,uce,0.812183,413,0.263292,0.185678,0.211792,0.339237,0.267092,1.000000,0.055144,0.117220,0.284906,0.102894
2426,uce,1.523401,624,0.315931,0.191534,0.216337,0.276198,0.291212,1.000000,0.035703,0.132031,0.271821,0.094161
2427,uce,0.824949,884,0.319783,0.183868,0.203410,0.292939,0.418156,1.000000,0.057450,0.137407,0.327245,0.091413
2428,uce,0.650196,989,0.321157,0.208700,0.184326,0.285817,0.255700,1.000000,0.030960,0.107397,0.399993,0.076274
2429,uce,0.024419,812,0.297995,0.172177,0.193354,0.336473,0.330275,1.000000,0.068180,0.157844,0.328495,0.065191
2430,uce,0.553116,375,0.319618,0.195387,0.171899,0.313096,0.264071,1.000000,0.062073,0.128247,0.314957,0.073926
2431,uce,0.359830,1132,0.235392,0.209082,0.235517,0.320010,0.297940,1.000000,0.046647,0.132591,0.369670,0.080423
2432,uce,0.066272,602,0.336917,0.208864,0.184655,0.269564,0.205951,1.000000,0.063070,0.128654,0.381977,0.078566
2433,uce,0.580081,1023,0.278893,0.169506,0.234233,0.317368,0.419002,1.000000,0.049774,0.128575,0.280923,0.106309
2434,uce,1.141069,491,0.263719,0.267434,0.215047,0.253800,0.334816,1.000000,0.065675,0.099017,0.335945,0.100075
2435,uce,1.894512,630,0.277612,0.243154,0.172976,0.306259,0.399338,1.000000,0.037013,0.096499,0.269740,0.109835
2436,uce,1.617793,776,0.302680,0.268563,0.169116,0.259641,0.254382,1.000000,0.043324,0.127028,0.304164,0.085526
2437,uce,0.302715,385,0.290573,0.182158,0.212330,0.314938,0.252781,1.000000,0.035767,0.075813,0.366916,0.087812
2438,uce,0.899326,295,0.295858,0.237667,0.152363,0.314112,0.304667,1.000000,0.079575,0.137208,0.330245,0.058486
2439,uce,0.189516,984,0.267629,0.211483,0.192365,0.328524,0.257879,1.000000,0.040642,0.100914,0.334618,0.106265
2440,uce,0.227361,355,0.329692,0.184413,0.194539,0.291356,0.229942,1.000000,0.048651,0.118240,0.370374,0.093757
2441,uce,0.170852,1044,0.316304,0.216164,0.173921,0.293611,0.264078,1.000000,0.053084,0.161891,0.288246,0.101830
2442,uce,0.489881,514,0.257729,0.202173,0.189741,0.350357,0.431372,1.000000,0.028265,0.149657,0.272560,0.067389
2443,uce,0.231210,398,0.329226,0.195158,0.197895,0.277721,0.282779,1.000000,0.045135,0.106198,0.288740,0.088977
2444,uce,0.836237,507,0.280179,0.203083,0.204741,0.311998,0.244096,1.000000,0.050931,0.134425,0.283864,0.096045
2445,uce,0.827146,993,0.329594,0.183581,0.228699,0.258126,0.380239,1.000000,0.088344,0.140769,0.261967,0.076073
2446,uce,0.278978,1696,0.297200,0.149731,0.215330,0.337739,0.290284,1.000000,0.038975,0.149337,0.332756,0.066496
2447,uce,2.112582,1316,0.291236,0.167352,0.231204,0.310208,0.308643,1.000000,0.059366,0.154565,0.322653,0.091981
2448,uce,2.788997,467,0.305721,0.205818,0.202884,0.285577,0.259084,1.000000,0.040932,0.142973,0.313712,0.111585
2449,uce,1.284870,976,0.308076,0.207325,0.244759,0.239840,0.198352,1.000000,0.083940,0.170606,0.293948,0.088707
2450,uce,0.445215,776,0.273547,0.210844,0.189513,0.326096,0.428312,1.000000,0.024776,0.112814,0.331559,0.123027
2451,uce,0.287597,340,0.295332,0.167571,0.251448,0.285649,0.271697,1.000000,0.050375,0.149455,0.307511,0.078512
2452,uce,0.285469,537,0.343083,0.172655,0.237722,0.246540,0.220648,1.000000,0.040369,0.104887,0.276575,0.091199
2453,uce,0.006015,750,0.279080,0.197934,0.181766,0.341220,0.223923,1.000000,0.036061,0.156412,0.291862,0.078747
2454,uce,0.789357,883,0.314889,0.172559,0.177592,0.334960,0.319034,1.000000,0.026098,0.129719,0.324550,0.087127
2455,uce,2.986065,901,0.272663,0.204046,0.189373,0.333918,0.236368,1.000000,0.042567,0.111038,0.346305,0.057446
2456,uce,1.426903,439,0.314508,0.223249,0.147008,0.315235,0.502732,1.000000,0.049761,0.114589,0.355678,0.072923
2457,uce,0.184849,1384,0.307200,0.196022,0.241123,0.255655,0.229106,1.000000,0.041159,0.099809,0.335556,0.055420
2458,uce,3.079943,539,0.317107,0.243705,0.156630,0.282558,0.262754,1.000000,0.038744,0.140700,0.301457,0.075396
2459,uce,0.199530,685,0.248415,0.201436,0.219080,0.331068,0.270181,1.000000,0.043214,0.117700,0.342045,0.096518
2460,uce,0.118715,583,0.255092,0.259157,0.175871,0.309880,0.336897,1.000000,0.052940,0.161913,0.287610,0.097957
2461,uce,1.471507,1626,0.320490,0.171385,0.212561,0.295564,0.310142,1.000000,0.028658,0.093818,0.374769,0.065819
2462,uce,1.034661,835,0.264019,0.231577,0.214960,0.289444,0.236136,1.000000,0.038475,0.147829,0.333633,0.110387
2463,uce,0.916609,811,0.294778,0.182411,0.182690,0.340120,0.193411,1.000000,0.042170,0.146149,0.355846,0.096315
2464,uce,0.930718,318,0.293928,0.204376,0.189686,0.312009,0.373103,1.000000,0.043669,0.111907,0.381297,0.108051
2465,uce,3.258141,346,0.271147,0.179688,0.191683,0.357482,0.311546,1.000000,0.058014,0.139596,0.354488,0.080830
2466,uce,0.940424,341,0.251405,0.247719,0.171547,0.329329,0.248731,1.000000,0.073056,0.119792,0.363024,0.053644
2467,uce,0.132463,304,0.271135,0.184714,0.221800,0.322350,0.318132,1.000000,0.054555,0.124511,0.311657,0.106646
2468,uce,2.203931,947,0.285054,0.173617,0.201634,0.339695,0.309709,1.000000,0.062511,0.097882,0.338445,0.134692
2469,uce,0.692897,1149,0.279940,0.208178,0.218000,0.293881,0.247832,1.000000,0.026322,0.150171,0.277803,0.090024
2470,uce,0.423918,410,0.325954,0.175224,0.186789,0.312034,0.372559,1.000000,0.059556,0.165318,0.314726,0.099267
2471,uce,0.882609,939,0.317346,0.159307,0.218357,0.304990,0.299006,1.000000,0.031625,0.100440,0.299886,0.105126
2472,uce,0.333854,1203,0.304560,0.180399,0.239694,0.275347,0.145092,1.000000,0.038950,0.166481,0.399440,0.083363
2473,uce,2.362737,736,0.295009,0.237778,0.149495,0.317718,0.289916,1.000000,0.053124,0.146532,0.325700,0.056850
2474,uce,0.514570,1154,0.292556,0.206331,0.200462,0.300651,0.299249,1.000000,0.051820,0.101187,0.369434,0.091605
2475,uce,0.099567,722,0.342639,0.213587,0.208805,0.234969,0.292366,1.000000,0.035061,0.128051,0.294179,0.111208
2476,uce,1.695686,586,0.335431,0.155709,0.160647,0.348212,0.253667,1.000000,0.035513,0.111156,0.391180,0.124310
2477,uce,0.278410,355,0.304571,0.212412,0.186118,0.296900,0.211945,1.000000,0.051871,0.145181,0.333209,0.096103
2478,uce,0.358239,1236,0.316490,0.188982,0.187290,0.307238,0.287732,1.000000,0.074192,0.133848,0.363328,0.083883
2479,uce,0.478711,237,0.331488,0.237431,0.176454,0.254627,0.203571,1.000000,0.039288,0.124072,0.303710,0.091852
2480,uce,0.090360,730,0.363943,0.212035,0.219700,0.204322,0.200703,1.000000,0.033245,0.091006,0.393038,0.095171
2481,uce,0.108431,1133,0.318773,0.202241,0.184520,0.294467,0.326137,1.000000,0.038495,0.145677,0.294251,0.077295
2482,uce,0.564779,1337,0.331291,0.173315,0.168415,0.326978,0.271077,1.000000,0.036832,0.172297,0.291102,0.091706
2483,uce,0.610970,297,0.299645,0.204526,0.232651,0.263178,0.213233,1.000000,0.029085,0.093905,0.349265,0.097844
2484,uce,1.031113,670,0.327738,0.204751,0.159823,0.307689,0.216939,1.000000,0.043353,0.081222,0.366973,0.096274
2485,uce,1.329955,1292,0.265096,0.187437,0.234594,0.312874,0.345949,1.000000,0.048070,0.146789,0.299631,0.106851
2486,uce,0.312498,333,0.307278,0.147452,0.255472,0.289797,0.294098,1.000000,0.072788,0.121667,0.277668,0.140594
2487,uce,1.426892,1431,0.321890,0.158280,0.181190,0.338639,0.360178,1.000000,0.046965,0.135405,0.314724,0.100972
2488,uce,1.301370,989,0.288837,0.169674,0.221448,0.320040,0.394111,1.000000,0.024607,0.137041,0.371892,0.098878
2489,uce,0.540817,464,0.257605,0.234683,0.187921,0.319790,0.172177,1.000000,0.054714,0.151136,0.330809,0.099347
2490,uce,0.400899,713,0.283713,0.206466,0.200501,0.309320,0.297471,1.000000,0.055961,0.109312,0.358352,0.090497
2491,uce,0.735439,809,0.312854,0.224614,0.205608,0.256924,0.215793,1.000000,0.062135,0.114863,0.283735,0.093124
2492,uce,0.123535,280,0.339789,0.171653,0.202912,0.285646,0.260499,1.000000,0.036182,0.120503,0.308344,0.119331
2493,uce,0.095909,607,0.309554,0.168382,0.215822,0.306242,0.326398,1.000000,0.038753,0.127294,0.313982,0.091082
2494,uce,2.512313,1309,0.278674,0.214725,0.209035,0.297566,0.250221,1.000000,0.060118,0.111655,0.294750,0.115639
2495,uce,3.316412,609,0.304860,0.210426,0.195019,0.289695,0.170671,1.000000,0.051073,0.138683,0.322062,0.071175
2496,uce,0.290338,415,0.297210,0.192770,0.229996,0.280024,0.301442,1.000000,0.046288,0.135551,0.319177,0.105816
2497,uce,0.945428,1122,0.247778,0.258081,0.179145,0.314996,0.231030,1.000000,0.061684,0.126635,0.348471,0.079851
2498,uce,1.092281,861,0.326907,0.197603,0.209145,0.266346,0.283939,1.000000,0.039634,0.141552,0.300344,0.123570
2499,uce,1.285267,873,0.262726,0.216742,0.151878,0.368654,0.289664,1.000000,0.048087,0.125045,0.375541,0.092891
2500,uce,0.077004,897,0.257649,0.210506,0.192260,0.339584,0.502115,1.000000,0.062327,0.149958,0.310275,0.075014
2501,uce,1.316190,480,0.318250,0.177131,0.152493,0.352126,0.259521,1.000000,0.052375,0.128073,0.286668,0.088129
2502,uce,0.219682,378,0.337284,0.223871,0.174028,0.264816,0.273347,1.000000,0.081911,0.156800,0.286829,0.083154
2503,uce,0.047736,406,0.250814,0.194824,0.217751,0.336611,0.222935,1.000000,0.034218,0.112596,0.308835,0.068660
2504,uce,0.520258,160,0.303383,0.187308,0.166078,0.343232,0.282202,1.000000,0.079836,0.111043,0.293008,0.080509
2505,uce,1.944881,315,0.284984,0.162899,0.231609,0.320508,0.233915,1.000000,0.062441,0.151513,0.305083,0.080015
2506,uce,0.401980,381,0.310986,0.239493,0.174858,0.274662,0.261461,1.000000,0.057029,0.126123,0.315488,0.070175
2507,uce,1.942311,350,0.265012,0.182001,0.280776,0.272210,0.224744,1.000000,0.029494,0.139700,0.356497,0.062701
2508,uce,1.579306,880,0.322549,0.192271,0.237375,0.247806,0.297362,1.000000,0.043755,0.114963,0.382759,0.085602
2509,uce,0.707097,398,0.242299,0.201478,0.239997,0.316226,0.477801,1.000000,0.019589,0.121896,0.380205,0.068139
2510,uce,0.275750,397,0.288040,0.218447,0.173245,0.320269,0.243282,1.000000,0.038257,0.117200,0.262904,0.168513
2511,uce,0.016742,502,0.302228,0.199848,0.227943,0.269981,0.245818,1.000000,0.062041,0.087743,0.353816,0.096300
2512,uce,3.366436,1009,0.273608,0.202664,0.210040,0.313689,0.379259,1.000000,0.026157,0.115554,0.355254,0.074022
2513,uce,0.003883,625,0.314753,0.216999,0.184078,0.284170,0.282620,1.000000,0.069863,0.109859,0.307068,0.093334
2514,uce,1.417635,889,0.240225,0.231020,0.235059,0.293696,0.338703,1.000000,0.107129,0.101054,0.279943,0.105559
2515,uce,2.071975,457,0.317526,0.200674,0.176405,0.305395,0.198484,1.000000,0.044782,0.142955,0.317450,0.089970
2516,uce,0.518208,680,0.259054,0.205581,0.234101,0.301264,0.229548,1.000000,0.038861,0.171138,0.319594,0.107921
2517,uce,0.334077,934,0.309945,0.226228,0.158308,0.305520,0.431742,1.000000,0.051645,0.160776,0.339097,0.073892
2518,uce,0.076667,288,0.309904,0.174027,0.201648,0.314421,0.193183,1.000000,0.046432,0.106702,0.353390,0.097598
2519,uce,0.985434,243,0.261269,0.180280,0.250094,0.308356,0.372911,1.000000,0.069580,0.132773,0.277729,0.096497
2520,uce,1.738998,392,0.337075,0.159063,0.215435,0.288427,0.464817,1.000000,0.038991,0.136446,0.339849,0.079406
2521,uce,5.685195,440,0.293061,0.147659,0.227855,0.331425,0.237106,1.000000,0.047147,0.169591,0.290123,0.081220
2522,uce,2.795667,1874,0.285708,0.229288,0.225831,0.259173,0.247445,1.000000,0.067136,0.116225,0.266015,0.087792
2523,uce,0.011005,1226,0.319442,0.173239,0.165061,0.342258,0.426813,1.000000,0.032438,0.142059,0.377847,0.080857
2524,uce,0.490954,522,0.354611,0.178694,0.206972,0.259724,0.260949,1.000000,0.070749,0.139039,0.303604,0.091113
2525,uce,0.258081,725,0.285617,0.200935,0.190579,0.322868,0.321901,1.000000,0.034787,0.110270,0.375056,0.072014
2526,uce,1.452563,553,0.278464,0.197789,0.186277,0.337470,0.237746,1.000000,0.057853,0.143424,0.283226,0.116442
2527,uce,0.392081,984,0.237975,0.192835,0.209610,0.359580,0.292807,1.000000,0.033702,0.135160,0.313943,0.099374
2528,uce,3.450146,679,0.309947,0.169587,0.186585,0.333881,0.298982,1.000000,0.045631,0.131268,0.334055,0.091320
2529,uce,0.994388,1390,0.271159,0.207965,0.239263,0.281614,0.201780,1.000000,0.042056,0.147754,0.303233,0.084429
2530,uce,2.067898,912,0.266631,0.203819,0.206228,0.323323,0.225691,1.000000,0.069292,0.126338,0.265811,0.090263
2531,uce,0.376884,430,0.344828,0.218536,0.197025,0.239611,0.293947,1.000000,0.062476,0.153315,0.279038,0.085156
2532,uce,0.330728,341,0.258033,0.229937,0.232196,0.279835,0.318207,1.000000,0.060983,0.095226,0.306671,0.083808
2533,uce,1.961160,506,0.329995,0.197626,0.194644,0.277735,0.390104,1.000000,0.053306,0.120781,0.365671,0.066182
2534,uce,4.153269,394,0.278804,0.186742,0.208849,0.325605,0.381077,1.000000,0.033357,0.162885,0.338749,0.089801
2535,uce,0.559838,630,0.312139,0.169115,0.206805,0.311941,0.289781,1.000000,0.033253,0.128831,0.332926,0.081023
2536,uce,1.762239,761,0.298815,0.210562,0.237672,0.252951,0.263580,1.000000,0.040219,0.103188,0.339424,0.100187
2537,uce,2.353881,1770,0.300093,0.158027,0.225672,0.316208,0.399550,1.000000,0.050656,0.109297,0.369495,0.068488
2538,uce,0.603411,790,0.300045,0.198888,0.188132,0.312935,0.212002,1.000000,0.049704,0.118581,0.334891,0.130998
2539,uce,0.868747,722,0.271118,0.171729,0.231224,0.325929,0.416060,1.000000,0.035886,0.094943,0.322617,0.119759
2540,uce,0.324014,859,0.307605,0.194903,0.184125,0.313368,0.336817,1.000000,0.032157,0.142761,0.396571,0.072062
2541,uce,3.070023,1396,0.316468,0.218671,0.200151,0.264710,0.355093,1.000000,0.035810,0.134455,0.323529,0.070209
2542,uce,0.082958,565,0.289711,0.223197,0.230434,0.256658,0.212295,1.000000,0.038580,0.131369,0.337311,0.088500
2543,uce,1.396098,988,0.291439,0.206932,0.170888,0.330741,0.269922,1.000000,0.031470,0.146614,0.363164,0.072408
2544,uce,2.729051,701,0.288236,0.188255,0.234140,0.289369,0.249474,1.000000,0.043069,0.119410,0.320886,0.070412
2545,uce,0.016780,685,0.309090,0.192798,0.196001,0.302111,0.246962,1.000000,0.056265,0.139813,0.310900,0.088707
2546,uce,0.690588,569,0.249130,0.242646,0.197959,0.310264,0.208837,1.000000,0.057393,0.101714,0.301595,0.046974
2547,uce,2.340989,354,0.270977,0.167514,0.204041,0.357467,0.273358,1.000000,0.038628,0.184804,0.312730,0.083251
2548,uce,1.534477,474,0.279923,0.164067,0.280195,0.275815,0.281284,1.000000,0.026965,0.113305,0.304233,0.132041
2549,uce,2.654077,437,0.312775,0.188038,0.217862,0.281324,0.185563,1.000000,0.043621,0.124571,0.349872,0.118452
2550,uce,0.459200,1571,0.373732,0.233181,0.186151,0.206935,0.304060,1.000000,0.062025,0.053584,0.299584,0.098358
2551,uce,2.558967,1335,0.320505,0.198297,0.197539,0.283659,0.270180,1.000000,0.047476,0.118160,0.287357,0.067357
2552,uce,1.655529,303,0.280214,0.196086,0.195826,0.327874,0.186790,1.000000,0.071693,0.112186,0.349124,0.096913
2553,uce,0.454782,580,0.271749,0.183677,0.233943,0.310631,0.140355,1.000000,0.052651,0.161252,0.257008,0.106323
2554,uce,0.230170,501,0.336497,0.169448,0.191461,0.302593,0.207761,1.000000,0.029115,0.148162,0.347196,0.095377
2555,uce,0.350543,795,0.351635,0.185981,0.141987,0.320398,0.341200,1.000000,0.052124,0.150647,0.274060,0.095888
2556,uce,0.870752,589,0.271049,0.232971,0.170587,0.325393,0.236129,1.000000,0.074170,0.116632,0.350790,0.093929
2557,uce,0.500962,410,0.254666,0.210823,0.201691,0.332820,0.326753,1.000000,0.039000,0.119746,0.343838,0.077357
2558,uce,0.124916,916,0.313007,0.214473,0.191916,0.280604,0.205048,1.000000,0.017553,0.077537,0.342709,0.057945
2559,uce,0.203310,1401,0.312915,0.197954,0.193387,0.295745,0.271446,1.000000,0.045493,0.100357,0.344762,0.130053
2560,uce,0.487719,417,0.302883,0.208556,0.177784,0.310776,0.295954,1.000000,0.073035,0.111380,0.341516,0.115258
2561,uce,5.433225,682,0.324447,0.200253,0.190740,0.284560,0.320001,1.000000,0.024273,0.114420,0.321717,0.096490
2562,uce,1.116646,303,0.285448,0.225128,0.202532,0.286892,0.228677,1.000000,0.060682,0.138749,0.325572,0.083709
2563,uce,1.026649,1247,0.286336,0.170327,0.189264,0.354073,0.306253,1.000000,0.051914,0.160646,0.299059,0.087211
2564,uce,0.119048,568,0.256309,0.230858,0.166926,0.345907,0.238661,1.000000,0.050346,0.165902,0.351580,0.116220
2565,uce,0.930838,610,0.257456,0.175487,0.205211,0.361847,0.332026,1.000000,0.030005,0.131687,0.262963,0.077684
2566,uce,3.011520,778,0.271862,0.202924,0.204964,0.320250,0.321692,1.000000,0.049565,0.146863,0.275028,0.120009
2567,uce,0.866661,916,0.322133,0.215279,0.140726,0.321863,0.283598,1.000000,0.026235,0.145536,0.438331,0.060780
2568,uce,0.839444,272,0.283994,0.188090,0.200119,0.327796,0.305173,1.000000,0.057020,0.128384,0.327733,0.114295
2569,uce,0.232937,674,0.293628,0.179919,0.237019,0.289434,0.265122,1.000000,0.043208,0.167920,0.287531,0.111730
2570,uce,0.033887,665,0.321806,0.228972,0.189758,0.259464,0.224642,1.000000,0.037001,0.179911,0.339384,0.068388
2571,uce,0.307952,310,0.290358,0.219281,0.194410,0.295951,0.276997,1.000000,0.038976,0.136429,0.313038,0.078201
2572,uce,0.475299,768,0.351096,0.166715,0.246808,0.235381,0.230436,1.000000,0.054363,0.142885,0.293773,0.066482
2573,uce,0.077727,1264,0.297542,0.256546,0.163909,0.282002,0.283872,1.000000,0.040810,0.110660,0.345155,0.087186
2574,uce,0.011962,825,0.308019,0.161504,0.197124,0.333354,0.303837,1.000000,0.046549,0.147411,0.317667,0.069344
2575,uce,0.198836,2107,0.291884,0.169597,0.180441,0.358078,0.247195,1.000000,0.064762,0.110981,0.317896,0.129150
2576,uce,0.120026,752,0.276123,0.221183,0.217105,0.285588,0.342711,1.000000,0.069055,0.175583,0.320238,0.082712
2577,uce,2.301684,375,0.270636,0.236538,0.208163,0.284663,0.222518,1.000000,0.033207,0.138617,0.269014,0.098696
2578,uce,0.602582,1047,0.338296,0.193628,0.205110,0.262966,0.320654,1.000000,0.045384,0.142566,0.370982,0.077159
2579,uce,0.666169,659,0.259663,0.230714,0.206106,0.303517,0.156969,1.000000,0.078120,0.110373,0.336605,0.102236
2580,uce,0.814266,1536,0.281979,0.209375,0.157533,0.351113,0.288300,1.000000,0.054888,0.093486,0.329839,0.102618
2581,uce,0.418582,640,0.291211,0.187650,0.200921,0.320218,0.265987,1.000000,0.057628,0.098999,0.344883,0.105604
2582,uce,1.627070,376,0.264873,0.205156,0.222584,0.307387,0.228515,1.000000,0.054227,0.147611,0.324815,0.097727
2583,uce,0.747523,368,0.268919,0.196519,0.242895,0.291667,0.265892,1.000000,0.062078,0.144691,0.318070,0.063447
2584,uce,0.855551,723,0.340341,0.206983,0.209767,0.242909,0.257299,1.000000,0.062681,0.162058,0.344868,0.052200
2585,uce,0.900342,510,0.290921,0.240895,0.228257,0.239926,0.272651,1.000000,0.032848,0.118739,0.306770,0.081468
2586,uce,1.347176,737,0.284687,0.229545,0.172800,0.312968,0.178557,1.000000,0.043758,0.165371,0.246013,0.142018
2587,uce,3.101415,353,0.349174,0.185863,0.196164,0.268798,0.190982,1.000000,0.023223,0.111081,0.368594,0.069773
2588,uce,0.746524,448,0.292738,0.185694,0.195336,0.326233,0.325069,1.000000,0.092088,0.121143,0.295883,0.067338
2589,uce,0.474064,666,0.344946,0.157753,0.165936,0.331366,0.301234,1.000000,0.053795,0.155609,0.295932,0.095720
2590,uce,0.467230,461,0.273415,0.187441,0.210771,0.328372,0.305511,1.000000,0.060043,0.130744,0.316628,0.076651
2591,uce,0.491161,1446,0.359650,0.158233,0.181802,0.300315,0.292627,1.000000,0.062800,0.144424,0.335534,0.078673
2592,uce,1.626280,270,0.343441,0.153057,0.197482,0.306021,0.315817,1.000000,0.055270,0.106051,0.292964,0.107868
